,RunId,iteration,Step,schedule_type,seed,payoff_type,Avg_Weight0,Ct_Weight0 > 0.5
110,3,0,9,Random,2,sh,0.4979079684809578,1194
111,3,0,10,Random,2,sh,0.4974064862321051,1195
112,3,0,11,Random,2,sh,0.4990101090773443,1208
113,3,0,12,Random,2,sh,0.500941700978264,1225
114,3,0,13,Random,2,sh,0.5010325948939449,1231
115,3,0,14,Random,2,sh,0.5015845994550937,1236
116,3,0,15,Random,2,sh,0.5022628872443354,1239
117,3,0,16,Random,2,sh,0.5038846307864085,1249
118,3,0,17,Random,2,sh,0.5041633840237119,1242
119,3,0,18,Random,2,sh,0.504715033128427,1244
120,3,0,19,Random,2,sh,0.5050734748815591,1247
121,3,0,20,Random,2,sh,0.5052069803751336,1252
122,3,0,21,Random,2,sh,0.5053011370340419,1257
123,3,0,22,Random,2,sh,0.5053610464755911,1259
124,3,0,23,Random,2,sh,0.505828620763351,1261
125,3,0,24,Random,2,sh,0.5064980975406697,1261
126,3,0,25,Random,2,sh,0.5069577701360768,1266
127,3,0,26,Random,2,sh,0.5069328808165208,1266
128,3,0,27,Random,2,sh,0.5069022210290215,1264
129,3,0,28,Random,2,sh,0.5067733616044253,1264
130,3,0,29,Random,2,sh,0.5068773504677816,1267
131,3,0,30,Random,2,sh,0.5068138643677935,1265
132,3,0,31,Random,2,sh,0.5067344720593971,1262
133,3,0,32,Random,2,sh,0.5070383560585938,1268
134,3,0,33,Random,2,sh,0.507315949720236,1268
135,3,0,34,Random,2,sh,0.5075768085290513,1269
136,3,0,35,Random,2,sh,0.5076269842269278,1271
137,3,0,36,Random,2,sh,0.5079561768665838,1270
138,3,0,37,Random,2,sh,0.5080903953704302,1268
139,3,0,38,Random,2,sh,0.5080324363642542,1272
140,3,0,39,Random,2,sh,0.5081413017675159,1270
141,3,0,40,Random,2,sh,0.5084651778815691,1274
142,3,0,41,Random,2,sh,0.5086513115217707,1274
143,3,0,42,Random,2,sh,0.508702118608271,1272
144,3,0,43,Random,2,sh,0.508774134780249,1273
145,3,0,44,Random,2,sh,0.5090476337946483,1274
146,3,0,45,Random,2,sh,0.5092074685931794,1275
147,3,0,46,Random,2,sh,0.5093854835674342,1276
148,3,0,47,Random,2,sh,0.5095434108092584,1277
149,3,0,48,Random,2,sh,0.5095692511224668,1277
150,3,0,49,Random,2,sh,0.5096106195018432,1278
151,3,0,50,Random,2,sh,0.5095767308789835,1277
152,3,0,51,Random,2,sh,0.5096179308167988,1277
153,3,0,52,Random,2,sh,0.509621219469991,1277
154,3,0,53,Random,2,sh,0.5097219802106306,1276
155,3,0,54,Random,2,sh,0.5098078726648145,1276
156,3,0,55,Random,2,sh,0.5098292609658365,1276
157,3,0,56,Random,2,sh,0.5097988942795979,1275
158,3,0,57,Random,2,sh,0.5097932706826871,1273
159,3,0,58,Random,2,sh,0.5097394536522757,1275
160,3,0,59,Random,2,sh,0.5096214670984248,1276
161,3,0,60,Random,2,sh,0.5096014057138107,1276
162,3,0,61,Random,2,sh,0.5096791111656975,1277
163,3,0,62,Random,2,sh,0.5097784924022579,1276
164,3,0,63,Random,2,sh,0.5098862615093485,1276
165,3,0,64,Random,2,sh,0.5098653775866175,1276
166,3,0,65,Random,2,sh,0.5098246728417138,1276
167,3,0,66,Random,2,sh,0.5098532544788877,1276
168,3,0,67,Random,2,sh,0.5098177964630802,1277
169,3,0,68,Random,2,sh,0.5098248882632244,1277
170,3,0,69,Random,2,sh,0.5097499381037615,1276
171,3,0,70,Random,2,sh,0.5097075039084902,1277
172,3,0,71,Random,2,sh,0.5096950879464103,1276
173,3,0,72,Random,2,sh,0.5096598915998914,1275
174,3,0,73,Random,2,sh,0.5095682533961426,1274
175,3,0,74,Random,2,sh,0.5095332665710077,1275
176,3,0,75,Random,2,sh,0.5095306772685751,1275
177,3,0,76,Random,2,sh,0.5095008080803182,1275
178,3,0,77,Random,2,sh,0.5094424001985625,1275
179,3,0,78,Random,2,sh,0.5093420084385991,1275
180,3,0,79,Random,2,sh,0.5092487659005271,1274
181,3,0,80,Random,2,sh,0.5091561197752195,1276
182,3,0,81,Random,2,sh,0.5091124247325248,1276
183,3,0,82,Random,2,sh,0.5090820618804976,1275
184,3,0,83,Random,2,sh,0.5090918462722619,1275
185,3,0,84,Random,2,sh,0.5090238393193405,1275
186,3,0,85,Random,2,sh,0.5090011440788753,1275
187,3,0,86,Random,2,sh,0.509007876873987,1275
188,3,0,87,Random,2,sh,0.5089751716673334,1275
189,3,0,88,Random,2,sh,0.5090317580705785,1274
190,3,0,89,Random,2,sh,0.5090300143690997,1274
191,3,0,90,Random,2,sh,0.5090256020548424,1274
192,3,0,91,Random,2,sh,0.5090167971828231,1275
193,3,0,92,Random,2,sh,0.5090519244417919,1275
194,3,0,93,Random,2,sh,0.5090519776903145,1275
195,3,0,94,Random,2,sh,0.5090981077855001,1275
196,3,0,95,Random,2,sh,0.5091531739412041,1274
197,3,0,96,Random,2,sh,0.5091512668092837,1273
198,3,0,97,Random,2,sh,0.5092333832944076,1273
199,3,0,98,Random,2,sh,0.5093446361197488,1273
200,3,0,99,Random,2,sh,0.5094571842352378,1274
201,3,0,100,Random,2,sh,0.5094773057404441,1274
202,2,0,0,Random,2,pd,0.5,0
203,2,0,1,Random,2,pd,0.31002551887238755,0
204,2,0,2,Random,2,pd,0.16798161486607552,0
205,2,0,3,Random,2,pd,0.08317269649392235,0
206,2,0,4,Random,2,pd,0.03916572279676434,0
207,2,0,5,Random,2,pd,0.017986209962091555,0
208,2,0,6,Random,2,pd,0.008162571153159893,0
209,2,0,7,Random,2,pd,0.003684239899435987,0
210,2,0,8,Random,2,pd,0.001658801080174421,0
211,2,0,9,Random,2,pd,0.0007460288338366964,0
212,2,0,10,Random,2,pd,0.00033535013046647784,0
213,2,0,11,Random,2,pd,0.00015071035805975735,0
214,2,0,12,Random,2,pd,6.772414961977015e-05,0
215,2,0,13,Random,2,pd,3.0431556900565306e-05,0
216,2,0,14,Random,2,pd,1.3674009084599709e-05,0
217,2,0,15,Random,2,pd,6.1441746022147105e-06,0
218,2,0,16,Random,2,pd,2.7607649501930448e-06,0
219,2,0,17,Random,2,pd,1.2404935411305765e-06,0
220,2,0,18,Random,2,pd,5.573900585856082e-07,0
221,2,0,19,Random,2,pd,2.504515745067547e-07,0
222,2,0,20,Random,2,pd,1.1253516205509478e-07,0
223,2,0,21,Random,2,pd,5.056531092650434e-08,0
224,2,0,22,Random,2,pd,2.272045941151925e-08,0
225,2,0,23,Random,2,pd,1.020896061937472e-08,0
226,2,0,24,Random,2,pd,4.587181725605274e-09,0
227,2,0,25,Random,2,pd,2.0611536181901984e-09,0
228,2,0,26,Random,2,pd,9.261360211990458e-10,0
229,2,0,27,Random,2,pd,4.1613973924924204e-10,0
230,2,0,28,Random,2,pd,1.8698363800772104e-10,0
231,2,0,29,Random,2,pd,8.401716438152977e-11,0
232,2,0,30,Random,2,pd,3.775134544136569e-11,0
233,2,0,31,Random,2,pd,1.6962772941552872e-11,0
234,2,0,32,Random,2,pd,7.621865194454782e-12,0
235,2,0,33,Random,2,pd,3.4247247924798457e-12,0
236,2,0,34,Random,2,pd,1.5388280433944376e-12,0
237,2,0,35,Random,2,pd,6.914400106935396e-13,0
238,2,0,36,Random,2,pd,3.10684023754247e-13,0
239,2,0,37,Random,2,pd,1.3959933056128995e-13,0
240,2,0,38,Random,2,pd,6.272602259256681e-14,0
241,2,0,39,Random,2,pd,2.8184618754712456e-14,0
242,2,0,40,Random,2,pd,1.266416554909396e-14,0
243,2,0,41,Random,2,pd,5.6903763875834325e-15,0
244,2,0,42,Random,2,pd,2.556850927669969e-15,0
245,2,0,43,Random,2,pd,1.1488671787321057e-15,0
246,2,0,44,Random,2,pd,5.162192993279722e-16,0
247,2,0,45,Random,2,pd,2.319522830243557e-16,0
248,2,0,46,Random,2,pd,1.0422287905595834e-16,0
249,2,0,47,Random,2,pd,4.6830358283528235e-17,0
250,2,0,48,Random,2,pd,2.104223637677609e-17,0
251,2,0,49,Random,2,pd,9.454886273886517e-18,0
252,2,0,50,Random,2,pd,4.248354255291565e-18,0
253,2,0,51,Random,2,pd,1.908908616733149e-18,0
254,2,0,52,Random,2,pd,8.577279313511439e-19,0
255,2,0,53,Random,2,pd,3.8540200288841683e-19,0
256,2,0,54,Random,2,pd,1.731722827265548e-19,0
257,2,0,55,Random,2,pd,7.781132241133747e-20,0
258,2,0,56,Random,2,pd,3.4962880895677416e-20,0
259,2,0,57,Random,2,pd,1.5709835055408526e-20,0
260,2,0,58,Random,2,pd,7.058883911899128e-21,0
261,2,0,59,Random,2,pd,3.1717609959573553e-21,0
262,2,0,60,Random,2,pd,1.425164082740925e-21,0
263,2,0,61,Random,2,pd,6.403675009950501e-22,0
264,2,0,62,Random,2,pd,2.8773566587643973e-22,0
265,2,0,63,Random,2,pd,1.2928796868783963e-22,0
266,2,0,64,Random,2,pd,5.809282904332675e-23,0
267,2,0,65,Random,2,pd,2.6102790696676853e-23,0
268,2,0,66,Random,2,pd,1.1728739904306454e-23,0
269,2,0,67,Random,2,pd,5.270062551602341e-24,0
270,2,0,68,Random,2,pd,2.367991747144441e-24,0
271,2,0,69,Random,2,pd,1.0640072787825414e-24,0
272,2,0,70,Random,2,pd,4.78089288388543e-25,0
273,2,0,71,Random,2,pd,2.1481936470716363e-25,0
274,2,0,72,Random,2,pd,9.652456261618946e-26,0
275,2,0,73,Random,2,pd,4.337128173220029e-26,0
276,2,0,74,Random,2,pd,1.948797309316573e-26,0
277,2,0,75,Random,2,pd,8.756510762696443e-27,0
278,2,0,76,Random,2,pd,3.934553910283694e-27,0
279,2,0,77,Random,2,pd,1.7679090327711358e-27,0
280,2,0,78,Random,2,pd,7.943727343485334e-28,0
281,2,0,79,Random,2,pd,3.5693467784779136e-28,0
282,2,0,80,Random,2,pd,1.6038108905486227e-28,0
283,2,0,81,Random,2,pd,7.206386860901312e-29,0
284,2,0,82,Random,2,pd,3.2380383432367424e-29,0
285,2,0,83,Random,2,pd,1.4549444145384096e-29,0
286,2,0,84,Random,2,pd,6.537486666326811e-30,0
287,2,0,85,Random,2,pd,2.9374821117107734e-30,0
288,2,0,86,Random,2,pd,1.3198957943678703e-30,0
289,2,0,87,Random,2,pd,5.930674100259925e-31,0
290,2,0,88,Random,2,pd,2.6648236499866263e-31,0
291,2,0,89,Random,2,pd,1.1973824502035644e-31,0
292,2,0,90,Random,2,pd,5.380186160021081e-32,0
293,2,0,91,Random,2,pd,2.4174734740400845e-32,0
294,2,0,92,Random,2,pd,1.0862408518712921e-32,0
295,2,0,93,Random,2,pd,4.8807947675313584e-33,0
296,2,0,94,Random,2,pd,2.1930824569636206e-33,0
297,2,0,95,Random,2,pd,9.854154686111148e-34,0
298,2,0,96,Random,2,pd,4.427757117361187e-34,0
299,2,0,97,Random,2,pd,1.989519518906557e-34,0
300,2,0,98,Random,2,pd,8.939487445212762e-35,0
301,2,0,99,Random,2,pd,4.016770633496357e-35,0
302,2,0,100,Random,2,pd,1.804851387845394e-35,0
303,0,0,0,Random,1,pd,0.5,0
304,0,0,1,Random,1,pd,0.31002551887238755,0
305,0,0,2,Random,1,pd,0.16798161486607552,0
306,0,0,3,Random,1,pd,0.08317269649392235,0
307,0,0,4,Random,1,pd,0.03916572279676434,0
308,0,0,5,Random,1,pd,0.017986209962091555,0
309,0,0,6,Random,1,pd,0.008162571153159893,0
310,0,0,7,Random,1,pd,0.003684239899435987,0
311,0,0,8,Random,1,pd,0.001658801080174421,0
312,0,0,9,Random,1,pd,0.0007460288338366966,0
313,0,0,10,Random,1,pd,0.00033535013046647784,0
314,0,0,11,Random,1,pd,0.00015071035805975735,0
315,0,0,12,Random,1,pd,6.772414961977015e-05,0
316,0,0,13,Random,1,pd,3.0431556900565306e-05,0
317,0,0,14,Random,1,pd,1.3674009084599709e-05,0
318,0,0,15,Random,1,pd,6.1441746022147105e-06,0
319,0,0,16,Random,1,pd,2.7607649501930448e-06,0
320,0,0,17,Random,1,pd,1.2404935411305765e-06,0
321,0,0,18,Random,1,pd,5.573900585856082e-07,0
322,0,0,19,Random,1,pd,2.504515745067547e-07,0
323,0,0,20,Random,1,pd,1.1253516205509478e-07,0
324,0,0,21,Random,1,pd,5.056531092650434e-08,0
325,0,0,22,Random,1,pd,2.272045941151925e-08,0
326,0,0,23,Random,1,pd,1.020896061937472e-08,0
327,0,0,24,Random,1,pd,4.587181725605274e-09,0
328,0,0,25,Random,1,pd,2.0611536181901984e-09,0
329,0,0,26,Random,1,pd,9.261360211990458e-10,0
330,0,0,27,Random,1,pd,4.1613973924924204e-10,0
331,0,0,28,Random,1,pd,1.8698363800772104e-10,0
332,0,0,29,Random,1,pd,8.401716438152977e-11,0
333,0,0,30,Random,1,pd,3.775134544136569e-11,0
334,0,0,31,Random,1,pd,1.6962772941552872e-11,0
335,0,0,32,Random,1,pd,7.621865194454782e-12,0
336,0,0,33,Random,1,pd,3.4247247924798465e-12,0
337,0,0,34,Random,1,pd,1.5388280433944376e-12,0
338,0,0,35,Random,1,pd,6.914400106935395e-13,0
339,0,0,36,Random,1,pd,3.10684023754247e-13,0
340,0,0,37,Random,1,pd,1.3959933056128995e-13,0
341,0,0,38,Random,1,pd,6.272602259256681e-14,0
342,0,0,39,Random,1,pd,2.8184618754712456e-14,0
343,0,0,40,Random,1,pd,1.266416554909396e-14,0
344,0,0,41,Random,1,pd,5.6903763875834325e-15,0
345,0,0,42,Random,1,pd,2.556850927669969e-15,0
346,0,0,43,Random,1,pd,1.1488671787321057e-15,0
347,0,0,44,Random,1,pd,5.162192993279722e-16,0
348,0,0,45,Random,1,pd,2.319522830243557e-16,0
349,0,0,46,Random,1,pd,1.0422287905595834e-16,0
350,0,0,47,Random,1,pd,4.6830358283528235e-17,0
351,0,0,48,Random,1,pd,2.104223637677609e-17,0
352,0,0,49,Random,1,pd,9.454886273886517e-18,0
353,0,0,50,Random,1,pd,4.248354255291565e-18,0
354,0,0,51,Random,1,pd,1.908908616733149e-18,0
355,0,0,52,Random,1,pd,8.577279313511439e-19,0
356,0,0,53,Random,1,pd,3.8540200288841683e-19,0
357,0,0,54,Random,1,pd,1.731722827265548e-19,0
358,0,0,55,Random,1,pd,7.781132241133747e-20,0
359,0,0,56,Random,1,pd,3.4962880895677416e-20,0
360,0,0,57,Random,1,pd,1.5709835055408526e-20,0
361,0,0,58,Random,1,pd,7.058883911899128e-21,0
362,0,0,59,Random,1,pd,3.1717609959573553e-21,0
363,0,0,60,Random,1,pd,1.425164082740925e-21,0
364,0,0,61,Random,1,pd,6.403675009950501e-22,0
365,0,0,62,Random,1,pd,2.8773566587643973e-22,0
366,0,0,63,Random,1,pd,1.2928796868783963e-22,0
367,0,0,64,Random,1,pd,5.809282904332675e-23,0
368,0,0,65,Random,1,pd,2.6102790696676853e-23,0
369,0,0,66,Random,1,pd,1.1728739904306459e-23,0
370,0,0,67,Random,1,pd,5.270062551602341e-24,0
371,0,0,68,Random,1,pd,2.367991747144441e-24,0
372,0,0,69,Random,1,pd,1.0640072787825414e-24,0
373,0,0,70,Random,1,pd,4.78089288388543e-25,0
374,0,0,71,Random,1,pd,2.1481936470716363e-25,0
375,0,0,72,Random,1,pd,9.652456261618944e-26,0
376,0,0,73,Random,1,pd,4.337128173220029e-26,0
377,0,0,74,Random,1,pd,1.948797309316573e-26,0
378,0,0,75,Random,1,pd,8.756510762696443e-27,0
379,0,0,76,Random,1,pd,3.934553910283695e-27,0
380,0,0,77,Random,1,pd,1.7679090327711358e-27,0
381,0,0,78,Random,1,pd,7.943727343485334e-28,0
382,0,0,79,Random,1,pd,3.5693467784779136e-28,0
383,0,0,80,Random,1,pd,1.6038108905486227e-28,0
384,0,0,81,Random,1,pd,7.206386860901313e-29,0
385,0,0,82,Random,1,pd,3.2380383432367424e-29,0
386,0,0,83,Random,1,pd,1.4549444145384096e-29,0
387,0,0,84,Random,1,pd,6.537486666326811e-30,0
388,0,0,85,Random,1,pd,2.9374821117107734e-30,0
389,0,0,86,Random,1,pd,1.3198957943678703e-30,0
390,0,0,87,Random,1,pd,5.930674100259925e-31,0
391,0,0,88,Random,1,pd,2.664823649986627e-31,0
392,0,0,89,Random,1,pd,1.1973824502035644e-31,0
393,0,0,90,Random,1,pd,5.380186160021082e-32,0
394,0,0,91,Random,1,pd,2.4174734740400845e-32,0
395,0,0,92,Random,1,pd,1.0862408518712921e-32,0
396,0,0,93,Random,1,pd,4.8807947675313584e-33,0
397,0,0,94,Random,1,pd,2.1930824569636206e-33,0
398,0,0,95,Random,1,pd,9.854154686111148e-34,0
399,0,0,96,Random,1,pd,4.427757117361187e-34,0
400,0,0,97,Random,1,pd,1.989519518906557e-34,0
401,0,0,98,Random,1,pd,8.939487445212762e-35,0
402,0,0,99,Random,1,pd,4.016770633496357e-35,0
403,0,0,100,Random,1,pd,1.804851387845394e-35,0
404,4,0,0,Random,3,pd,0.5,0
405,4,0,1,Random,3,pd,0.31002551887238755,0
406,4,0,2,Random,3,pd,0.16798161486607552,0
407,4,0,3,Random,3,pd,0.08317269649392235,0
408,4,0,4,Random,3,pd,0.03916572279676434,0
409,4,0,5,Random,3,pd,0.017986209962091555,0
410,4,0,6,Random,3,pd,0.008162571153159893,0
411,4,0,7,Random,3,pd,0.003684239899435986,0
412,4,0,8,Random,3,pd,0.001658801080174421,0
413,4,0,9,Random,3,pd,0.0007460288338366964,0
414,4,0,10,Random,3,pd,0.00033535013046647784,0
415,4,0,11,Random,3,pd,0.00015071035805975735,0
416,4,0,12,Random,3,pd,6.772414961977015e-05,0
417,4,0,13,Random,3,pd,3.0431556900565306e-05,0
418,4,0,14,Random,3,pd,1.3674009084599709e-05,0
419,4,0,15,Random,3,pd,6.1441746022147105e-06,0
420,4,0,16,Random,3,pd,2.7607649501930448e-06,0
421,4,0,17,Random,3,pd,1.2404935411305765e-06,0
422,4,0,18,Random,3,pd,5.573900585856082e-07,0
423,4,0,19,Random,3,pd,2.504515745067547e-07,0
424,4,0,20,Random,3,pd,1.1253516205509476e-07,0
425,4,0,21,Random,3,pd,5.056531092650434e-08,0
426,4,0,22,Random,3,pd,2.272045941151925e-08,0
427,4,0,23,Random,3,pd,1.020896061937472e-08,0
428,4,0,24,Random,3,pd,4.587181725605274e-09,0
429,4,0,25,Random,3,pd,2.0611536181901984e-09,0
430,4,0,26,Random,3,pd,9.261360211990458e-10,0
431,4,0,27,Random,3,pd,4.1613973924924204e-10,0
432,4,0,28,Random,3,pd,1.8698363800772104e-10,0
433,4,0,29,Random,3,pd,8.401716438152977e-11,0
434,4,0,30,Random,3,pd,3.775134544136569e-11,0
435,4,0,31,Random,3,pd,1.6962772941552872e-11,0
436,4,0,32,Random,3,pd,7.621865194454781e-12,0
437,4,0,33,Random,3,pd,3.4247247924798465e-12,0
438,4,0,34,Random,3,pd,1.5388280433944376e-12,0
439,4,0,35,Random,3,pd,6.914400106935396e-13,0
440,4,0,36,Random,3,pd,3.10684023754247e-13,0
441,4,0,37,Random,3,pd,1.3959933056128995e-13,0
442,4,0,38,Random,3,pd,6.272602259256681e-14,0
443,4,0,39,Random,3,pd,2.8184618754712456e-14,0
444,4,0,40,Random,3,pd,1.266416554909396e-14,0
445,4,0,41,Random,3,pd,5.6903763875834325e-15,0
446,4,0,42,Random,3,pd,2.556850927669969e-15,0
447,4,0,43,Random,3,pd,1.1488671787321057e-15,0
448,4,0,44,Random,3,pd,5.162192993279722e-16,0
449,4,0,45,Random,3,pd,2.319522830243557e-16,0
450,4,0,46,Random,3,pd,1.0422287905595834e-16,0
451,4,0,47,Random,3,pd,4.6830358283528235e-17,0
452,4,0,48,Random,3,pd,2.104223637677609e-17,0
453,4,0,49,Random,3,pd,9.454886273886517e-18,0
454,4,0,50,Random,3,pd,4.248354255291565e-18,0
455,4,0,51,Random,3,pd,1.908908616733149e-18,0
456,4,0,52,Random,3,pd,8.577279313511439e-19,0
457,4,0,53,Random,3,pd,3.8540200288841683e-19,0
458,4,0,54,Random,3,pd,1.731722827265548e-19,0
459,4,0,55,Random,3,pd,7.781132241133747e-20,0
460,4,0,56,Random,3,pd,3.4962880895677416e-20,0
461,4,0,57,Random,3,pd,1.5709835055408526e-20,0
462,4,0,58,Random,3,pd,7.058883911899128e-21,0
463,4,0,59,Random,3,pd,3.1717609959573553e-21,0
464,4,0,60,Random,3,pd,1.425164082740925e-21,0
465,4,0,61,Random,3,pd,6.403675009950501e-22,0
466,4,0,62,Random,3,pd,2.8773566587643973e-22,0
467,4,0,63,Random,3,pd,1.2928796868783965e-22,0
468,4,0,64,Random,3,pd,5.809282904332675e-23,0
469,4,0,65,Random,3,pd,2.6102790696676853e-23,0
470,4,0,66,Random,3,pd,1.1728739904306459e-23,0
471,4,0,67,Random,3,pd,5.270062551602341e-24,0
472,4,0,68,Random,3,pd,2.367991747144441e-24,0
473,4,0,69,Random,3,pd,1.0640072787825414e-24,0
474,4,0,70,Random,3,pd,4.78089288388543e-25,0
475,4,0,71,Random,3,pd,2.1481936470716363e-25,0
476,4,0,72,Random,3,pd,9.652456261618946e-26,0
477,4,0,73,Random,3,pd,4.337128173220029e-26,0
478,4,0,74,Random,3,pd,1.948797309316573e-26,0
479,4,0,75,Random,3,pd,8.756510762696444e-27,0
480,4,0,76,Random,3,pd,3.934553910283694e-27,0
481,4,0,77,Random,3,pd,1.7679090327711358e-27,0
482,4,0,78,Random,3,pd,7.943727343485334e-28,0
483,4,0,79,Random,3,pd,3.5693467784779136e-28,0
484,4,0,80,Random,3,pd,1.6038108905486227e-28,0
485,4,0,81,Random,3,pd,7.206386860901312e-29,0
